plate_id,experiment,girlboss,seedling,genotype,ATP_conc,day,date_time,root,growth.rate
7_WT_10_m,7,M,12,WT,10,3,1/20/2022 10:54,0.738,
7_WT_10_m,7,M,13,WT,10,3,1/20/2022 10:54,1.5,
7_WT_10_m,7,M,14,WT,10,3,1/20/2022 10:54,0.724,
7_WT_10_m,7,M,15,WT,10,3,1/20/2022 10:54,1.282,
7_WT_10_m,7,M,16,WT,10,3,1/20/2022 10:54,0.649,
7_WT_10_m,7,M,17,WT,10,3,1/20/2022 10:54,1.194,
7_WT_10_m,7,M,18,WT,10,3,1/20/2022 10:54,0.85,
7_WT_10_m,7,M,19,WT,10,3,1/20/2022 10:54,1.205,
7_WT_10_m,7,M,20,WT,10,3,1/20/2022 10:54,0.859,
7_WT_10_m,7,M,21,WT,10,3,1/20/2022 10:54,1.304,
7_WT_10_m,7,M,22,WT,10,3,1/20/2022 10:54,1.805,
7_WT_10_m,7,M,23,WT,10,3,1/20/2022 10:54,,
7_WT_15_m,7,M,1,WT,15,3,1/20/2022 10:54,1.014,
7_WT_15_m,7,M,2,WT,15,3,1/20/2022 10:54,0.725,
7_WT_15_m,7,M,3,WT,15,3,1/20/2022 10:54,1.021,
7_WT_15_m,7,M,4,WT,15,3,1/20/2022 10:54,0.963,
7_WT_15_m,7,M,5,WT,15,3,1/20/2022 10:54,0.829,
7_WT_15_m,7,M,6,WT,15,3,1/20/2022 10:54,0.981,
7_WT_15_m,7,M,7,WT,15,3,1/20/2022 10:54,0.923,
7_WT_15_m,7,M,8,WT,15,3,1/20/2022 10:54,0.854,
7_WT_15_m,7,M,9,WT,15,3,1/20/2022 10:54,1.194,
7_WT_15_m,7,M,10,WT,15,3,1/20/2022 10:54,0.716,
7_WT_15_m,7,M,11,WT,15,3,1/20/2022 10:54,1.443,
7_WT_15_m,7,M,12,WT,15,3,1/20/2022 10:54,0.912,
7_WT_15_m,7,M,13,WT,15,3,1/20/2022 10:54,0.483,
7_WT_15_m,7,M,14,WT,15,3,1/20/2022 10:54,1.225,
7_WT_15_m,7,M,15,WT,15,3,1/20/2022 10:54,1.178,
7_WT_15_m,7,M,16,WT,15,3,1/20/2022 10:54,1.198,
7_WT_15_m,7,M,17,WT,15,3,1/20/2022 10:54,0.841,
7_WT_15_m,7,M,18,WT,15,3,1/20/2022 10:54,1.036,
7_WT_15_m,7,M,19,WT,15,3,1/20/2022 10:54,1.083,
7_WT_15_m,7,M,20,WT,15,3,1/20/2022 10:54,0.798,
7_WT_15_m,7,M,21,WT,15,3,1/20/2022 10:54,1.036,
7_WT_15_m,7,M,22,WT,15,3,1/20/2022 10:54,,
7_WT_20_m,7,M,1,WT,20,3,1/20/2022 10:54,0.884,
7_WT_20_m,7,M,2,WT,20,3,1/20/2022 10:54,1.06,
7_WT_20_m,7,M,3,WT,20,3,1/20/2022 10:54,0,
7_WT_20_m,7,M,4,WT,20,3,1/20/2022 10:54,1.39,
7_WT_20_m,7,M,5,WT,20,3,1/20/2022 10:54,0.907,
7_WT_20_m,7,M,6,WT,20,3,1/20/2022 10:54,1.525,
7_WT_20_m,7,M,7,WT,20,3,1/20/2022 10:54,0.809,
7_WT_20_m,7,M,8,WT,20,3,1/20/2022 10:54,1.212,
7_WT_20_m,7,M,9,WT,20,3,1/20/2022 10:54,1.233,
7_WT_20_m,7,M,10,WT,20,3,1/20/2022 10:54,1.252,
7_WT_20_m,7,M,11,WT,20,3,1/20/2022 10:54,0.971,
7_WT_20_m,7,M,12,WT,20,3,1/20/2022 10:54,1.353,
7_WT_20_m,7,M,13,WT,20,3,1/20/2022 10:54,0.562,
7_WT_20_m,7,M,14,WT,20,3,1/20/2022 10:54,1.256,
7_WT_20_m,7,M,15,WT,20,3,1/20/2022 10:54,0.339,
7_WT_20_m,7,M,16,WT,20,3,1/20/2022 10:54,1.207,
7_WT_20_m,7,M,17,WT,20,3,1/20/2022 10:54,0.739,
7_WT_20_m,7,M,18,WT,20,3,1/20/2022 10:54,0.217,
7_WT_20_m,7,M,19,WT,20,3,1/20/2022 10:54,1.274,
7_WT_20_m,7,M,20,WT,20,3,1/20/2022 10:54,1.018,
7_WT_controla_m,7,M,1,WT,0,4,1/21/2022 11:00,1.871,1.86
7_WT_controla_m,7,M,2,WT,0,4,1/21/2022 11:00,2.781,1.74
7_WT_controla_m,7,M,3,WT,0,4,1/21/2022 11:00,2.283,1.48
7_WT_controla_m,7,M,4,WT,0,4,1/21/2022 11:00,3.169,1.39
7_WT_controla_m,7,M,5,WT,0,4,1/21/2022 11:00,2.694,1.74
7_WT_controla_m,7,M,6,WT,0,4,1/21/2022 11:00,2.536,1.44
7_WT_controla_m,7,M,7,WT,0,4,1/21/2022 11:00,1.984,1.49
7_WT_controla_m,7,M,8,WT,0,4,1/21/2022 11:00,1.224,0.88
7_WT_controla_m,7,M,9,WT,0,4,1/21/2022 11:00,3.514,1.78
7_WT_controla_m,7,M,10,WT,0,4,1/21/2022 11:00,2.284,1.9
7_WT_controla_m,7,M,11,WT,0,4,1/21/2022 11:00,2.923,1.32
7_WT_controla_m,7,M,12,WT,0,4,1/21/2022 11:00,1.577,1.57
7_WT_controla_m,7,M,13,WT,0,4,1/21/2022 11:00,1.264,0.1
7_WT_controla_m,7,M,14,WT,0,4,1/21/2022 11:00,1.87,1.04
7_WT_controla_m,7,M,15,WT,0,4,1/21/2022 11:00,3.086,1.86
7_WT_controla_m,7,M,16,WT,0,4,1/21/2022 11:00,1.847,0.84
7_WT_controla_m,7,M,17,WT,0,4,1/21/2022 11:00,3.047,1.51
7_WT_controla_m,7,M,18,WT,0,4,1/21/2022 11:00,2.796,1.46
7_WT_controla_m,7,M,19,WT,0,4,1/21/2022 11:00,2.997,2
7_WT_controla_m,7,M,20,WT,0,4,1/21/2022 11:00,1.538,0.38
7_WT_controla_m,7,M,21,WT,0,4,1/21/2022 11:00,3.073,1.65
7_WT_5_m,7,M,1,WT,5,4,1/21/2022 11:00,1.652,0.9
7_WT_5_m,7,M,2,WT,5,4,1/21/2022 11:00,1.186,0.5
7_WT_5_m,7,M,3,WT,5,4,1/21/2022 11:00,2.759,1.46
7_WT_5_m,7,M,4,WT,5,4,1/21/2022 11:00,1.781,0.93
7_WT_5_m,7,M,5,WT,5,4,1/21/2022 11:00,1.775,0.89
7_WT_5_m,7,M,6,WT,5,4,1/21/2022 11:00,1.932,0.97
7_WT_5_m,7,M,7,WT,5,4,1/21/2022 11:00,0.534,0.53
7_WT_5_m,7,M,8,WT,5,4,1/21/2022 11:00,2.3,1.19
7_WT_5_m,7,M,9,WT,5,4,1/21/2022 11:00,2.076,0.46
7_WT_5_m,7,M,10,WT,5,4,1/21/2022 11:00,1.473,1.47
7_WT_5_m,7,M,11,WT,5,4,1/21/2022 11:00,2.711,1.98
7_WT_5_m,7,M,12,WT,5,4,1/21/2022 11:00,,
7_WT_5_m,7,M,13,WT,5,4,1/21/2022 11:00,1.154,0.43
7_WT_5_m,7,M,14,WT,5,4,1/21/2022 11:00,2.732,1.55
7_WT_5_m,7,M,15,WT,5,4,1/21/2022 11:00,1.941,0.78
7_WT_5_m,7,M,16,WT,5,4,1/21/2022 11:00,2.095,1.12
7_WT_5_m,7,M,17,WT,5,4,1/21/2022 11:00,1.633,0.84
7_WT_5_m,7,M,18,WT,5,4,1/21/2022 11:00,2.44,1.16
7_WT_5_m,7,M,19,WT,5,4,1/21/2022 11:00,2.923,1.41
7_WT_5_m,7,M,20,WT,5,4,1/21/2022 11:00,2.873,1.58
7_WT_7.5_m,7,M,1,WT,7.5,4,1/21/2022 11:00,1.82,0.89
7_WT_7.5_m,7,M,2,WT,7.5,4,1/21/2022 11:00,1.373,0.74
7_WT_7.5_m,7,M,3,WT,7.5,4,1/21/2022 11:00,0.579,0
7_WT_7.5_m,7,M,4,WT,7.5,4,1/21/2022 11:00,2.565,1.4
7_WT_7.5_m,7,M,5,WT,7.5,4,1/21/2022 11:00,1.992,0.54
7_WT_7.5_m,7,M,6,WT,7.5,4,1/21/2022 11:00,2.462,1.5
7_WT_7.5_m,7,M,7,WT,7.5,4,1/21/2022 11:00,2.064,1.26
7_WT_7.5_m,7,M,8,WT,7.5,4,1/21/2022 11:00,2.76,1.48
7_WT_7.5_m,7,M,9,WT,7.5,4,1/21/2022 11:00,1.296,0.37
7_WT_7.5_m,7,M,10,WT,7.5,4,1/21/2022 11:00,0.911,0.55
7_WT_7.5_m,7,M,11,WT,7.5,4,1/21/2022 11:00,1.909,0.85
7_WT_7.5_m,7,M,12,WT,7.5,4,1/21/2022 11:00,0.962,0.04
7_WT_7.5_m,7,M,13,WT,7.5,4,1/21/2022 11:00,2.31,1.22
7_WT_7.5_m,7,M,14,WT,7.5,4,1/21/2022 11:00,2.521,1.44
7_WT_7.5_m,7,M,15,WT,7.5,4,1/21/2022 11:00,3.111,1.35
7_WT_7.5_m,7,M,16,WT,7.5,4,1/21/2022 11:00,2.332,1.5
7_WT_7.5_m,7,M,17,WT,7.5,4,1/21/2022 11:00,2.653,1.43
7_WT_7.5_m,7,M,18,WT,7.5,4,1/21/2022 11:00,1.839,0.97
7_WT_7.5_m,7,M,19,WT,7.5,4,1/21/2022 11:00,2.402,1.27
7_WT_7.5_m,7,M,20,WT,7.5,4,1/21/2022 11:00,2.018,1.04
7_WT_7.5_m,7,M,21,WT,7.5,4,1/21/2022 11:00,0.93,0.06
7_WT_10_m,7,M,1,WT,10,4,1/21/2022 11:00,1.7,0.94
7_WT_10_m,7,M,2,WT,10,4,1/21/2022 11:00,2.527,1.6
7_WT_10_m,7,M,3,WT,10,4,1/21/2022 11:00,1.598,0.8
7_WT_10_m,7,M,4,WT,10,4,1/21/2022 11:00,0.34,0.04
7_WT_10_m,7,M,5,WT,10,4,1/21/2022 11:00,1.27,0.47
7_WT_10_m,7,M,6,WT,10,4,1/21/2022 11:00,2.417,1.34
7_WT_10_m,7,M,7,WT,10,4,1/21/2022 11:00,2.801,1.95
7_WT_10_m,7,M,8,WT,10,4,1/21/2022 11:00,1.665,0.66
7_WT_10_m,7,M,9,WT,10,4,1/21/2022 11:00,2.772,1.59
7_WT_10_m,7,M,10,WT,10,4,1/21/2022 11:00,2.532,1.44
7_WT_10_m,7,M,11,WT,10,4,1/21/2022 11:00,2.056,0.87
7_WT_10_m,7,M,12,WT,10,4,1/21/2022 11:00,1.804,1.06
7_WT_10_m,7,M,13,WT,10,4,1/21/2022 11:00,2.492,0.99
7_WT_10_m,7,M,14,WT,10,4,1/21/2022 11:00,1.663,0.94
7_WT_10_m,7,M,15,WT,10,4,1/21/2022 11:00,2.339,1.05
7_WT_10_m,7,M,16,WT,10,4,1/21/2022 11:00,1.287,0.64
7_WT_10_m,7,M,17,WT,10,4,1/21/2022 11:00,2.193,0.99
7_WT_10_m,7,M,18,WT,10,4,1/21/2022 11:00,1.271,0.42
7_WT_10_m,7,M,19,WT,10,4,1/21/2022 11:00,2.403,1.19
7_WT_10_m,7,M,20,WT,10,4,1/21/2022 11:00,1.852,0.99
7_WT_10_m,7,M,21,WT,10,4,1/21/2022 11:00,2.957,1.65
7_WT_10_m,7,M,22,WT,10,4,1/21/2022 11:00,3.64,1.83
7_WT_10_m,7,M,23,WT,10,4,1/21/2022 11:00,,
7_WT_15_m,7,M,1,WT,15,4,1/21/2022 11:00,2.678,1.66
7_WT_15_m,7,M,2,WT,15,4,1/21/2022 11:00,2.224,1.49
7_WT_15_m,7,M,3,WT,15,4,1/21/2022 11:00,2.282,1.26
7_WT_15_m,7,M,4,WT,15,4,1/21/2022 11:00,2.273,1.3
7_WT_15_m,7,M,5,WT,15,4,1/21/2022 11:00,2.186,1.35
7_WT_15_m,7,M,6,WT,15,4,1/21/2022 11:00,2.217,1.23
7_WT_15_m,7,M,7,WT,15,4,1/21/2022 11:00,2.29,1.36
7_WT_15_m,7,M,8,WT,15,4,1/21/2022 11:00,2.247,1.39
7_WT_15_m,7,M,9,WT,15,4,1/21/2022 11:00,2.48,1.28
7_WT_15_m,7,M,10,WT,15,4,1/21/2022 11:00,1.594,0.87
7_WT_15_m,7,M,11,WT,15,4,1/21/2022 11:00,2.016,0.57
7_WT_15_m,7,M,12,WT,15,4,1/21/2022 11:00,1.9,0.98
7_WT_15_m,7,M,13,WT,15,4,1/21/2022 11:00,1.05,0.56
7_WT_15_m,7,M,14,WT,15,4,1/21/2022 11:00,2.602,1.37
7_WT_15_m,7,M,15,WT,15,4,1/21/2022 11:00,1.769,0.59
7_WT_15_m,7,M,16,WT,15,4,1/21/2022 11:00,2.401,1.2
7_WT_15_m,7,M,17,WT,15,4,1/21/2022 11:00,2.458,1.61
7_WT_15_m,7,M,18,WT,15,4,1/21/2022 11:00,2.632,1.59
7_WT_15_m,7,M,19,WT,15,4,1/21/2022 11:00,2.504,1.42
7_WT_15_m,7,M,20,WT,15,4,1/21/2022 11:00,2.186,1.38
7_WT_15_m,7,M,21,WT,15,4,1/21/2022 11:00,2.141,1.1
7_WT_15_m,7,M,22,WT,15,4,1/21/2022 11:00,,
7_WT_20_m,7,M,1,WT,20,4,1/21/2022 11:00,2.092,1.2
7_WT_20_m,7,M,2,WT,20,4,1/21/2022 11:00,2.655,1.59
7_WT_20_m,7,M,3,WT,20,4,1/21/2022 11:00,1.712,1.7
7_WT_20_m,7,M,4,WT,20,4,1/21/2022 11:00,1.744,0.35
7_WT_20_m,7,M,5,WT,20,4,1/21/2022 11:00,1.615,0.71
7_WT_20_m,7,M,6,WT,20,4,1/21/2022 11:00,2.774,1.24
7_WT_20_m,7,M,7,WT,20,4,1/21/2022 11:00,2.404,1.59
7_WT_20_m,7,M,8,WT,20,4,1/21/2022 11:00,2.629,1.41
7_WT_20_m,7,M,9,WT,20,4,1/21/2022 11:00,2.557,1.32
7_WT_20_m,7,M,10,WT,20,4,1/21/2022 11:00,2.654,1.4
7_WT_20_m,7,M,11,WT,20,4,1/21/2022 11:00,1.997,1.02
7_WT_20_m,7,M,12,WT,20,4,1/21/2022 11:00,1.618,0.26
7_WT_20_m,7,M,13,WT,20,4,1/21/2022 11:00,1.503,0.94
7_WT_20_m,7,M,14,WT,20,4,1/21/2022 11:00,2.552,1.29
7_WT_20_m,7,M,15,WT,20,4,1/21/2022 11:00,1.065,0.72
7_WT_20_m,7,M,16,WT,20,4,1/21/2022 11:00,2.823,1.61
7_WT_20_m,7,M,17,WT,20,4,1/21/2022 11:00,1.635,0.89
7_WT_20_m,7,M,18,WT,20,4,1/21/2022 11:00,1.098,0.88
7_WT_20_m,7,M,19,WT,20,4,1/21/2022 11:00,2.473,1.19
7_WT_20_m,7,M,20,WT,20,4,1/21/2022 11:00,2.204,1.18
7_WT_controla_m,7,M,1,WT,0,5,1/22/2022 10:44,3.181,1.32
7_WT_controla_m,7,M,2,WT,0,5,1/22/2022 10:44,4.967,2.21
7_WT_controla_m,7,M,3,WT,0,5,1/22/2022 10:44,3.864,1.6
7_WT_controla_m,7,M,4,WT,0,5,1/22/2022 10:44,3.561,0.4
7_WT_controla_m,7,M,5,WT,0,5,1/22/2022 10:44,4.462,1.79
7_WT_controla_m,7,M,6,WT,0,5,1/22/2022 10:44,3.888,1.37
7_WT_controla_m,7,M,7,WT,0,5,1/22/2022 10:44,3.97,2.01
7_WT_controla_m,7,M,8,WT,0,5,1/22/2022 10:44,2.928,1.72
7_WT_controla_m,7,M,9,WT,0,5,1/22/2022 10:44,4.971,1.47
7_WT_controla_m,7,M,10,WT,0,5,1/22/2022 10:44,4.412,2.15
7_WT_controla_m,7,M,11,WT,0,5,1/22/2022 10:44,4.613,1.71
7_WT_controla_m,7,M,12,WT,0,5,1/22/2022 10:44,3.105,1.55
7_WT_controla_m,7,M,13,WT,0,5,1/22/2022 10:44,2.056,0.8
7_WT_controla_m,7,M,14,WT,0,5,1/22/2022 10:44,2.858,1
7_WT_controla_m,7,M,15,WT,0,5,1/22/2022 10:44,4.825,1.76
7_WT_controla_m,7,M,16,WT,0,5,1/22/2022 10:44,2.575,0.74
7_WT_controla_m,7,M,17,WT,0,5,1/22/2022 10:44,4.012,0.98
7_WT_controla_m,7,M,18,WT,0,5,1/22/2022 10:44,4.184,1.4
7_WT_controla_m,7,M,19,WT,0,5,1/22/2022 10:44,4.822,1.85
7_WT_controla_m,7,M,20,WT,0,5,1/22/2022 10:44,1.845,0.31
7_WT_controla_m,7,M,21,WT,0,5,1/22/2022 10:44,5.048,2
7_WT_5_m,7,M,1,WT,5,5,1/22/2022 10:44,2.077,0.43
7_WT_5_m,7,M,2,WT,5,5,1/22/2022 10:44,2.912,1.75
7_WT_5_m,7,M,3,WT,5,5,1/22/2022 10:44,4.706,1.97
7_WT_5_m,7,M,4,WT,5,5,1/22/2022 10:44,3.046,1.28
7_WT_5_m,7,M,5,WT,5,5,1/22/2022 10:44,3.184,1.42
7_WT_5_m,7,M,6,WT,5,5,1/22/2022 10:44,3.501,1.59
7_WT_5_m,7,M,7,WT,5,5,1/22/2022 10:44,1.096,0.57
7_WT_5_m,7,M,8,WT,5,5,1/22/2022 10:44,4.05,1.77
7_WT_5_m,7,M,9,WT,5,5,1/22/2022 10:44,2.903,0.84
7_WT_5_m,7,M,10,WT,5,5,1/22/2022 10:44,3.373,1.92
7_WT_5_m,7,M,11,WT,5,5,1/22/2022 10:44,3.756,1.06
7_WT_5_m,7,M,12,WT,5,5,1/22/2022 10:44,,
7_WT_5_m,7,M,13,WT,5,5,1/22/2022 10:44,1.308,0.16
7_WT_5_m,7,M,14,WT,5,5,1/22/2022 10:44,4.238,1.52
7_WT_5_m,7,M,15,WT,5,5,1/22/2022 10:44,3.224,1.3
7_WT_5_m,7,M,16,WT,5,5,1/22/2022 10:44,3.86,1.78
7_WT_5_m,7,M,17,WT,5,5,1/22/2022 10:44,3.257,1.64
7_WT_5_m,7,M,18,WT,5,5,1/22/2022 10:44,3.582,1.15
7_WT_5_m,7,M,19,WT,5,5,1/22/2022 10:44,3.773,0.86
7_WT_5_m,7,M,20,WT,5,5,1/22/2022 10:44,4.601,1.75
7_WT_7.5_m,7,M,1,WT,7.5,5,1/22/2022 10:44,3.081,1.28
7_WT_7.5_m,7,M,2,WT,7.5,5,1/22/2022 10:44,2.15,0.79
7_WT_7.5_m,7,M,3,WT,7.5,5,1/22/2022 10:44,0.58,0
7_WT_7.5_m,7,M,4,WT,7.5,5,1/22/2022 10:44,3.885,1.33
7_WT_7.5_m,7,M,5,WT,7.5,5,1/22/2022 10:44,2.915,0.93
7_WT_7.5_m,7,M,6,WT,7.5,5,1/22/2022 10:44,3.823,1.38
7_WT_7.5_m,7,M,7,WT,7.5,5,1/22/2022 10:44,3.521,1.47
7_WT_7.5_m,7,M,8,WT,7.5,5,1/22/2022 10:44,4.68,1.94
7_WT_7.5_m,7,M,9,WT,7.5,5,1/22/2022 10:44,2.073,0.79
7_WT_7.5_m,7,M,10,WT,7.5,5,1/22/2022 10:44,1.461,0.56
7_WT_7.5_m,7,M,11,WT,7.5,5,1/22/2022 10:44,3.004,1.11
7_WT_7.5_m,7,M,12,WT,7.5,5,1/22/2022 10:44,0.963,0
7_WT_7.5_m,7,M,13,WT,7.5,5,1/22/2022 10:44,3.648,1.35
7_WT_7.5_m,7,M,14,WT,7.5,5,1/22/2022 10:44,3.94,1.43
7_WT_7.5_m,7,M,15,WT,7.5,5,1/22/2022 10:44,3.991,0.89
7_WT_7.5_m,7,M,16,WT,7.5,5,1/22/2022 10:44,3.895,1.58
7_WT_7.5_m,7,M,17,WT,7.5,5,1/22/2022 10:44,4.102,1.47
7_WT_7.5_m,7,M,18,WT,7.5,5,1/22/2022 10:44,2.935,1.11
7_WT_7.5_m,7,M,19,WT,7.5,5,1/22/2022 10:44,3.757,1.37
7_WT_7.5_m,7,M,20,WT,7.5,5,1/22/2022 10:44,3.835,1.84
7_WT_7.5_m,7,M,21,WT,7.5,5,1/22/2022 10:44,2.814,1.91
7_WT_10_m,7,M,1,WT,10,5,1/22/2022 10:44,3.497,1.82
7_WT_10_m,7,M,2,WT,10,5,1/22/2022 10:44,4.295,1.79
7_WT_10_m,7,M,3,WT,10,5,1/22/2022 10:44,3.015,1.43
7_WT_10_m,7,M,4,WT,10,5,1/22/2022 10:44,1.394,1.07
7_WT_10_m,7,M,5,WT,10,5,1/22/2022 10:44,1.547,0.28
7_WT_10_m,7,M,6,WT,10,5,1/22/2022 10:44,4.271,1.87
7_WT_10_m,7,M,7,WT,10,5,1/22/2022 10:44,4.061,1.27
7_WT_10_m,7,M,8,WT,10,5,1/22/2022 10:44,3.495,1.85
7_WT_10_m,7,M,9,WT,10,5,1/22/2022 10:44,4.096,1.34
7_WT_10_m,7,M,10,WT,10,5,1/22/2022 10:44,4.217,1.7
7_WT_10_m,7,M,11,WT,10,5,1/22/2022 10:44,2.057,0
7_WT_10_m,7,M,12,WT,10,5,1/22/2022 10:44,4.124,2.35
7_WT_10_m,7,M,13,WT,10,5,1/22/2022 10:44,3.966,1.49
7_WT_10_m,7,M,14,WT,10,5,1/22/2022 10:44,2.949,1.3
7_WT_10_m,7,M,15,WT,10,5,1/22/2022 10:44,3.9,1.58
7_WT_10_m,7,M,16,WT,10,5,1/22/2022 10:44,2.84,1.57
7_WT_10_m,7,M,17,WT,10,5,1/22/2022 10:44,4.066,1.89
7_WT_10_m,7,M,18,WT,10,5,1/22/2022 10:44,2.521,1.26
7_WT_10_m,7,M,19,WT,10,5,1/22/2022 10:44,3.998,1.61
7_WT_10_m,7,M,20,WT,10,5,1/22/2022 10:44,3.103,1.27
7_WT_10_m,7,M,21,WT,10,5,1/22/2022 10:44,4.616,1.68
7_WT_10_m,7,M,22,WT,10,5,1/22/2022 10:44,5.411,1.79
7_WT_10_m,7,M,23,WT,10,5,1/22/2022 10:44,,
7_WT_15_m,7,M,1,WT,15,5,1/22/2022 10:44,4.572,1.92
7_WT_15_m,7,M,2,WT,15,5,1/22/2022 10:44,3.733,1.53
7_WT_15_m,7,M,3,WT,15,5,1/22/2022 10:44,4.088,1.83
